AccountStatus,Months,CreditHistory,Purpose,Amount,Savings,Employment,InstallmentRate,Sex,Status,Other,ResidenceSince,Property,Age,InstallmentPlans,Housing,CreditsHere,Job,LiablePeople,Telephone,ForeignWorker,Risk
0 - 200 DM,12.0,Some paid back,Radio/television,6468.0,Unknown/None,Unemployed,2.0,Male,Single,None,1.0,Unknown/None,52.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,24.0,All paid back,Furniture/equipment,6872.0,< 100 DM,< 1 year,2.0,Male,Married/Separated/Widowed,None,1.0,Bldg. society savings / Life insurance,55.0,Bank,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,12.0,Some paid back,Radio/television,1534.0,< 100 DM,< 1 year,1.0,Male,Married/Separated/Widowed,None,1.0,Real estate,23.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,12.0,Some paid back,Furniture/equipment,7865.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Unknown/None,53.0,None,For free,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,36.0,Some paid back,Car (new),1842.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Car or other,34.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,36.0,Past delays,Car (new),8086.0,100 - 500 DM,>= 7 years,2.0,Male,Single,None,4.0,Car or other,42.0,None,Own,4.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,12.0,Some paid back,Retraining,902.0,< 100 DM,4 - 7 years,4.0,Male,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,21.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
No account,24.0,Some paid back,Radio/television,3621.0,100 - 500 DM,>= 7 years,2.0,Male,Single,None,4.0,Car or other,31.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,36.0,Some paid back,Furniture/equipment,3446.0,< 100 DM,>= 7 years,4.0,Male,Single,None,2.0,Car or other,42.0,None,Own,1.0,Employee,2.0,None,Yes,Bad
0 - 200 DM,36.0,Some paid back,Radio/television,2671.0,100 - 500 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,Co-applicant,4.0,Unknown/None,50.0,None,For free,1.0,Employee,1.0,None,Yes,Bad
No account,12.0,Critical,Radio/television,797.0,Unknown/None,>= 7 years,4.0,Female,Married/Separated/Widowed,None,3.0,Bldg. society savings / Life insurance,33.0,Bank,Own,1.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,48.0,No history,Furniture/equipment,7119.0,< 100 DM,1 - 4 years,3.0,Male,Single,None,4.0,Unknown/None,53.0,None,For free,2.0,Employee,2.0,None,Yes,Bad
< 0 DM,42.0,Some paid back,Radio/television,3965.0,< 100 DM,< 1 year,4.0,Male,Single,None,3.0,Car or other,34.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Furniture/equipment,3234.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Real estate,23.0,None,Rent,1.0,Unskilled resident,1.0,Registered,Yes,Bad
No account,48.0,Some paid back,Business,4844.0,< 100 DM,Unemployed,3.0,Male,Single,None,2.0,Car or other,33.0,Bank,Rent,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,12.0,No history,Radio/television,6199.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,28.0,None,Rent,2.0,Employee,1.0,Registered,Yes,Bad
>= 200 DM / salary >1yr,9.0,Some paid back,Radio/television,745.0,< 100 DM,1 - 4 years,3.0,Female,Married/Separated/Widowed,None,2.0,Real estate,28.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,48.0,Some paid back,Car (used),10297.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,4.0,Unknown/None,39.0,Stores,For free,3.0,Employee,2.0,Registered,Yes,Bad
< 0 DM,18.0,Some paid back,Domestic appliances,1217.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,3.0,Real estate,47.0,None,Own,1.0,Unskilled resident,1.0,Registered,Yes,Bad
0 - 200 DM,6.0,All paid back,Car (new),931.0,100 - 500 DM,< 1 year,1.0,Female,Married/Separated/Widowed,None,1.0,Bldg. society savings / Life insurance,32.0,Stores,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,6.0,Critical,Furniture/equipment,3384.0,< 100 DM,1 - 4 years,1.0,Male,Married/Separated/Widowed,None,4.0,Real estate,44.0,None,Rent,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
>= 200 DM / salary >1yr,9.0,No history,Radio/television,1337.0,< 100 DM,< 1 year,4.0,Male,Single,None,2.0,Car or other,34.0,None,Own,2.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,72.0,Some paid back,Radio/television,5595.0,100 - 500 DM,1 - 4 years,2.0,Male,Married/Separated/Widowed,None,2.0,Car or other,24.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Past delays,Radio/television,1024.0,< 100 DM,< 1 year,4.0,Male,Married/Separated/Widowed,None,4.0,Real estate,48.0,Stores,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,60.0,Past delays,Business,6836.0,< 100 DM,>= 7 years,3.0,Male,Single,None,4.0,Unknown/None,63.0,None,Own,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,48.0,All paid back,Business,7685.0,< 100 DM,4 - 7 years,2.0,Female,Married/Separated/Widowed,Guarantor,4.0,Car or other,37.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Past delays,Car (new),1333.0,< 100 DM,Unemployed,4.0,Male,Single,None,2.0,Real estate,43.0,None,For free,2.0,Employee,2.0,None,Yes,Bad
>= 200 DM / salary >1yr,12.0,All paid back,Business,609.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,1.0,Real estate,26.0,None,Own,1.0,Unemployed/unskilled non-resident,1.0,None,Yes,Bad
< 0 DM,12.0,All paid back,Radio/television,2149.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,1.0,Unknown/None,29.0,None,For free,1.0,Employee,1.0,None,Yes,Bad
No account,36.0,Critical,Furniture/equipment,7127.0,< 100 DM,< 1 year,2.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,23.0,None,Rent,2.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,24.0,Some paid back,Radio/television,3092.0,100 - 500 DM,< 1 year,3.0,Male,Married/Separated/Widowed,None,2.0,Car or other,22.0,None,Rent,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,18.0,No history,Furniture/equipment,3114.0,< 100 DM,< 1 year,1.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,26.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,30.0,Some paid back,Furniture/equipment,2406.0,< 100 DM,4 - 7 years,4.0,Female,Married/Separated/Widowed,None,4.0,Real estate,23.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,18.0,Critical,Car (new),1056.0,< 100 DM,>= 7 years,3.0,Male,Single,Guarantor,3.0,Real estate,30.0,Bank,Own,2.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,30.0,Some paid back,Car (new),2150.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,Guarantor,2.0,Unknown/None,24.0,Bank,Own,1.0,Employee,1.0,None,Yes,Bad
No account,48.0,Critical,Car (new),10127.0,500 - 1000 DM,1 - 4 years,2.0,Male,Single,None,2.0,Unknown/None,44.0,Bank,For free,1.0,Employee,1.0,None,Yes,Bad
No account,36.0,Past delays,Business,9572.0,< 100 DM,< 1 year,1.0,Male,Married/Separated/Widowed,None,1.0,Car or other,28.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,12.0,Some paid back,Car (new),2579.0,< 100 DM,< 1 year,4.0,Male,Single,None,1.0,Real estate,33.0,None,Own,1.0,Unskilled resident,2.0,None,Yes,Bad
No account,15.0,Some paid back,Education,4623.0,100 - 500 DM,1 - 4 years,3.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,40.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,15.0,Some paid back,Car (new),2631.0,100 - 500 DM,1 - 4 years,2.0,Female,Married/Separated/Widowed,None,4.0,Car or other,28.0,None,Rent,2.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,27.0,Some paid back,Business,3915.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Car or other,36.0,None,Own,1.0,Employee,2.0,Registered,Yes,Bad
< 0 DM,12.0,Some paid back,Car (new),900.0,Unknown/None,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,2.0,Car or other,23.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,40.0,Critical,Education,5998.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,3.0,Unknown/None,27.0,Bank,Own,1.0,Employee,1.0,Registered,Yes,Bad
No account,18.0,Critical,Car (new),2775.0,< 100 DM,4 - 7 years,2.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,31.0,Bank,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,12.0,Some paid back,Education,684.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,4.0,Car or other,40.0,None,Rent,1.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,24.0,Past delays,Car (new),4870.0,< 100 DM,1 - 4 years,3.0,Male,Single,None,4.0,Unknown/None,53.0,None,For free,2.0,Employee,2.0,None,Yes,Bad
No account,18.0,No history,Business,4165.0,< 100 DM,1 - 4 years,2.0,Male,Single,None,2.0,Car or other,36.0,Stores,Own,2.0,Employee,2.0,None,Yes,Bad
No account,12.0,Critical,Business,2292.0,< 100 DM,Unemployed,4.0,Male,Single,None,2.0,Car or other,42.0,Stores,Own,2.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,48.0,Some paid back,Radio/television,10961.0,>= 1000 DM,4 - 7 years,1.0,Male,Single,Co-applicant,2.0,Unknown/None,27.0,Bank,Own,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,24.0,All paid back,Furniture/equipment,3349.0,500 - 1000 DM,< 1 year,4.0,Male,Single,None,4.0,Unknown/None,30.0,None,For free,1.0,Employee,2.0,Registered,Yes,Bad
0 - 200 DM,36.0,Some paid back,Repairs,2384.0,< 100 DM,< 1 year,4.0,Male,Single,None,1.0,Unknown/None,33.0,None,Rent,1.0,Unskilled resident,1.0,None,Yes,Bad
0 - 200 DM,18.0,Critical,Radio/television,1245.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,2.0,Car or other,33.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,9.0,Some paid back,Car (new),1422.0,< 100 DM,< 1 year,3.0,Male,Single,None,2.0,Unknown/None,27.0,None,For free,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,15.0,No history,Car (new),1778.0,< 100 DM,< 1 year,2.0,Female,Married/Separated/Widowed,None,1.0,Real estate,26.0,None,Rent,2.0,Unemployed/unskilled non-resident,1.0,None,Yes,Bad
< 0 DM,14.0,Some paid back,Car (new),8978.0,< 100 DM,>= 7 years,1.0,Male,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,45.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,No,Bad
< 0 DM,27.0,No history,Business,5293.0,< 100 DM,Unemployed,2.0,Male,Single,None,4.0,Bldg. society savings / Life insurance,50.0,Stores,Own,2.0,Employee,1.0,Registered,Yes,Bad
No account,10.0,Some paid back,Furniture/equipment,2210.0,< 100 DM,1 - 4 years,2.0,Male,Single,None,2.0,Real estate,25.0,Bank,Rent,1.0,Unskilled resident,1.0,None,Yes,Bad
No account,9.0,Some paid back,Radio/television,1478.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,2.0,Car or other,22.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Critical,Car (new),1199.0,< 100 DM,>= 7 years,4.0,Male,Single,None,4.0,Car or other,60.0,None,Own,2.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,36.0,Past delays,Business,2145.0,< 100 DM,4 - 7 years,2.0,Male,Single,None,1.0,Car or other,24.0,None,Own,2.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,48.0,No history,Business,3844.0,100 - 500 DM,4 - 7 years,4.0,Male,Single,None,4.0,Unknown/None,34.0,None,For free,1.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,18.0,Some paid back,Car (new),1216.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,3.0,Car or other,23.0,None,Rent,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,36.0,Some paid back,Car (new),14318.0,< 100 DM,>= 7 years,4.0,Male,Single,None,2.0,Unknown/None,57.0,None,For free,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
>= 200 DM / salary >1yr,24.0,Critical,Car (new),1344.0,Unknown/None,4 - 7 years,4.0,Male,Single,None,2.0,Real estate,37.0,Bank,Own,2.0,Unskilled resident,2.0,None,Yes,Bad
< 0 DM,18.0,Some paid back,Education,750.0,< 100 DM,Unemployed,4.0,Female,Married/Separated/Widowed,None,1.0,Real estate,27.0,None,Own,1.0,Unemployed/unskilled non-resident,1.0,None,Yes,Bad
< 0 DM,24.0,All paid back,Car (new),1193.0,< 100 DM,Unemployed,1.0,Female,Married/Separated/Widowed,Co-applicant,4.0,Unknown/None,29.0,None,Rent,2.0,Unemployed/unskilled non-resident,1.0,None,Yes,Bad
< 0 DM,16.0,Critical,Car (new),2625.0,< 100 DM,>= 7 years,2.0,Male,Single,Guarantor,4.0,Bldg. society savings / Life insurance,43.0,Bank,Rent,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,48.0,Some paid back,Radio/television,6999.0,< 100 DM,4 - 7 years,1.0,Male,Married/Separated/Widowed,Guarantor,1.0,Real estate,34.0,None,Own,2.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,12.0,Some paid back,Car (new),759.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,2.0,Real estate,26.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,24.0,Some paid back,Other,11328.0,< 100 DM,1 - 4 years,2.0,Male,Single,Co-applicant,3.0,Car or other,29.0,Bank,Own,2.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,48.0,Some paid back,Radio/television,5951.0,< 100 DM,1 - 4 years,2.0,Female,Married/Separated/Widowed,None,2.0,Real estate,22.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,18.0,Some paid back,Furniture/equipment,1924.0,Unknown/None,< 1 year,4.0,Female,Married/Separated/Widowed,None,3.0,Real estate,27.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,60.0,Some paid back,Education,6288.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,4.0,Unknown/None,42.0,None,For free,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,12.0,No history,Repairs,1108.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,3.0,Real estate,28.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,60.0,Some paid back,Business,7297.0,< 100 DM,>= 7 years,4.0,Male,Single,Co-applicant,4.0,Unknown/None,36.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,27.0,No history,Business,8318.0,< 100 DM,>= 7 years,2.0,Female,Married/Separated/Widowed,None,4.0,Unknown/None,42.0,None,For free,2.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
No account,36.0,Critical,Car (new),7855.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,2.0,Real estate,25.0,Stores,Own,2.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,12.0,Some paid back,Furniture/equipment,951.0,100 - 500 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Car or other,27.0,Bank,Rent,4.0,Employee,1.0,None,Yes,Bad
No account,36.0,Past delays,Radio/television,4463.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Car or other,26.0,None,Own,2.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,39.0,Critical,Radio/television,4933.0,< 100 DM,4 - 7 years,2.0,Male,Single,Guarantor,2.0,Real estate,25.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
No account,18.0,Some paid back,Radio/television,433.0,< 100 DM,Unemployed,3.0,Female,Married/Separated/Widowed,Co-applicant,4.0,Real estate,22.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,28.0,Some paid back,Car (new),4006.0,< 100 DM,1 - 4 years,3.0,Male,Single,None,2.0,Car or other,45.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,12.0,No history,Car (new),1082.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,4.0,Car or other,48.0,Bank,Own,2.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,24.0,Some paid back,Car (new),1246.0,< 100 DM,< 1 year,4.0,Male,Single,None,2.0,Real estate,23.0,Stores,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Furniture/equipment,1922.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,37.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
0 - 200 DM,15.0,All paid back,Car (new),1264.0,100 - 500 DM,1 - 4 years,2.0,Male,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,25.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,36.0,Some paid back,Car (new),9271.0,< 100 DM,4 - 7 years,2.0,Male,Single,None,1.0,Car or other,24.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,24.0,Some paid back,Furniture/equipment,3345.0,< 100 DM,>= 7 years,4.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,39.0,None,Rent,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,24.0,Critical,Other,11938.0,< 100 DM,1 - 4 years,2.0,Male,Single,Co-applicant,3.0,Car or other,39.0,None,Own,2.0,Mgmt / Self-employed / other,2.0,Registered,Yes,Bad
>= 200 DM / salary >1yr,36.0,Some paid back,Radio/television,4210.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,2.0,Car or other,26.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,24.0,All paid back,Education,1837.0,< 100 DM,4 - 7 years,4.0,Female,Married/Separated/Widowed,None,4.0,Unknown/None,34.0,Bank,For free,1.0,Unskilled resident,1.0,None,Yes,Bad
0 - 200 DM,24.0,Critical,Radio/television,1216.0,100 - 500 DM,< 1 year,4.0,Male,Single,None,4.0,Unknown/None,38.0,Bank,Own,2.0,Employee,2.0,None,Yes,Bad
< 0 DM,36.0,Some paid back,Radio/television,2302.0,< 100 DM,1 - 4 years,4.0,Male,Married/Separated/Widowed,None,4.0,Car or other,31.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
No account,18.0,Critical,Car (new),1530.0,< 100 DM,1 - 4 years,3.0,Male,Single,None,2.0,Bldg. society savings / Life insurance,32.0,Bank,Own,2.0,Employee,1.0,None,Yes,Bad
No account,18.0,Some paid back,Repairs,1943.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Real estate,23.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
No account,18.0,Critical,Education,1864.0,100 - 500 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,2.0,Real estate,30.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,36.0,Critical,Furniture/equipment,6229.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,Co-applicant,4.0,Unknown/None,23.0,None,Rent,2.0,Unskilled resident,1.0,Registered,Yes,Bad
< 0 DM,24.0,Some paid back,Car (new),3123.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,1.0,Bldg. society savings / Life insurance,27.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,36.0,No history,Radio/television,3804.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,1.0,Car or other,42.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,12.0,Some paid back,Car (new),1228.0,< 100 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,2.0,Real estate,24.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,18.0,Some paid back,Furniture/equipment,2473.0,< 100 DM,Unemployed,4.0,Male,Single,None,1.0,Car or other,25.0,None,Own,1.0,Unemployed/unskilled non-resident,1.0,None,Yes,Bad
0 - 200 DM,6.0,All paid back,Education,433.0,>= 1000 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,24.0,Bank,Rent,1.0,Employee,2.0,None,Yes,Bad
< 0 DM,21.0,Some paid back,Radio/television,1835.0,< 100 DM,1 - 4 years,3.0,Female,Married/Separated/Widowed,None,2.0,Real estate,25.0,None,Own,2.0,Employee,1.0,Registered,Yes,Bad
No account,18.0,All paid back,Car (new),6458.0,< 100 DM,>= 7 years,2.0,Male,Single,None,4.0,Unknown/None,39.0,Bank,Own,2.0,Mgmt / Self-employed / other,2.0,Registered,Yes,Bad
0 - 200 DM,48.0,Some paid back,Business,15672.0,< 100 DM,1 - 4 years,2.0,Male,Single,None,2.0,Car or other,23.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,6.0,Past delays,Car (new),1209.0,< 100 DM,Unemployed,4.0,Male,Single,None,4.0,Bldg. society savings / Life insurance,47.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
0 - 200 DM,30.0,Past delays,Radio/television,1919.0,100 - 500 DM,< 1 year,4.0,Male,Single,None,3.0,Unknown/None,30.0,Stores,Own,2.0,Mgmt / Self-employed / other,1.0,None,Yes,Bad
0 - 200 DM,12.0,Some paid back,Radio/television,1331.0,< 100 DM,< 1 year,2.0,Male,Single,None,1.0,Car or other,22.0,Stores,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,45.0,Some paid back,Radio/television,3031.0,100 - 500 DM,1 - 4 years,4.0,Male,Single,Guarantor,4.0,Bldg. society savings / Life insurance,21.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,54.0,No history,Business,15945.0,< 100 DM,< 1 year,3.0,Male,Single,None,4.0,Unknown/None,58.0,None,Rent,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,9.0,Some paid back,Furniture/equipment,959.0,< 100 DM,1 - 4 years,1.0,Female,Married/Separated/Widowed,None,2.0,Car or other,29.0,None,Own,1.0,Employee,1.0,None,No,Bad
0 - 200 DM,48.0,No history,Business,14421.0,< 100 DM,1 - 4 years,2.0,Male,Single,None,2.0,Car or other,25.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,60.0,Some paid back,Car (new),14027.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,2.0,Unknown/None,27.0,None,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,48.0,Some paid back,Radio/television,6758.0,< 100 DM,1 - 4 years,3.0,Female,Married/Separated/Widowed,None,2.0,Car or other,31.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
< 0 DM,21.0,Past delays,Education,3414.0,< 100 DM,< 1 year,2.0,Male,Single,None,1.0,Bldg. society savings / Life insurance,26.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
No account,12.0,Past delays,Repairs,1555.0,>= 1000 DM,>= 7 years,4.0,Male,Single,None,4.0,Unknown/None,55.0,None,For free,2.0,Employee,2.0,None,Yes,Bad
< 0 DM,15.0,Some paid back,Car (new),3959.0,< 100 DM,1 - 4 years,3.0,Female,Married/Separated/Widowed,None,2.0,Bldg. society savings / Life insurance,29.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
No account,21.0,No history,Car (new),5003.0,Unknown/None,1 - 4 years,1.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,29.0,Bank,Own,2.0,Employee,1.0,Registered,Yes,Bad
No account,30.0,All paid back,Car (used),7485.0,Unknown/None,Unemployed,4.0,Female,Married/Separated/Widowed,None,1.0,Real estate,53.0,Bank,Own,1.0,Mgmt / Self-employed / other,1.0,Registered,Yes,Bad
< 0 DM,9.0,Some paid back,Radio/television,1366.0,< 100 DM,< 1 year,3.0,Female,Married/Separated/Widowed,None,4.0,Bldg. society savings / Life insurance,22.0,None,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,12.0,Critical,Car (new),3499.0,< 100 DM,1 - 4 years,3.0,Female,Married/Separated/Widowed,Co-applicant,2.0,Real estate,29.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,33.0,Critical,Furniture/equipment,4281.0,500 - 1000 DM,1 - 4 years,1.0,Female,Married/Separated/Widowed,None,4.0,Car or other,23.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,24.0,Some paid back,Radio/television,2439.0,< 100 DM,< 1 year,4.0,Female,Married/Separated/Widowed,None,4.0,Real estate,35.0,None,Own,1.0,Employee,1.0,Registered,Yes,Bad
0 - 200 DM,21.0,Some paid back,Business,2767.0,100 - 500 DM,>= 7 years,4.0,Male,Married/Separated/Widowed,None,2.0,Car or other,61.0,Bank,Rent,2.0,Unskilled resident,1.0,None,Yes,Bad
No account,12.0,Some paid back,Furniture/equipment,1123.0,500 - 1000 DM,1 - 4 years,4.0,Female,Married/Separated/Widowed,None,4.0,Car or other,29.0,None,Rent,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,15.0,No history,Car (new),950.0,< 100 DM,>= 7 years,4.0,Male,Single,None,3.0,Car or other,33.0,None,Rent,2.0,Employee,2.0,None,Yes,Bad
< 0 DM,18.0,Some paid back,Furniture/equipment,2039.0,< 100 DM,1 - 4 years,1.0,Female,Married/Separated/Widowed,None,4.0,Real estate,20.0,Bank,Rent,1.0,Employee,1.0,None,Yes,Bad
< 0 DM,9.0,Some paid back,Car (new),654.0,< 100 DM,1 - 4 years,4.0,Male,Single,None,3.0,Car or other,28.0,None,Own,1.0,Unskilled resident,1.0,None,Yes,Bad
< 0 DM,18.0,Some paid back,Furniture/equipment,2462.0,< 100 DM,1 - 4 years,2.0,Male,Single,None,2.0,Car or other,22.0,None,Own,1.0,Employee,1.0,None,Yes,Bad
0 - 200 DM,48.0,Some paid back,Radio/television,3060.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,4.0,Real estate,28.0,None,Own,2.0,Employee,1.0,None,Yes,Bad
< 0 DM,12.0,Some paid back,Radio/television,727.0,100 - 500 DM,< 1 year,4.0,Male,Married/Separated/Widowed,None,3.0,Unknown/None,33.0,None,Own,1.0,Unskilled resident,1.0,Registered,Yes,Bad
< 0 DM,18.0,All paid back,Car (new),1442.0,< 100 DM,4 - 7 years,4.0,Male,Single,None,4.0,Unknown/None,32.0,None,For free,2.0,Unskilled resident,2.0,None,Yes,Bad
